ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
3525,2023-05-17,1545,Teclado,Acessórios,4138.85,2
3526,2023-01-28,1987,Mouse,Acessórios,4630.57,3
3527,2023-06-26,2770,Headset,Áudio,458.86,5
3528,2023-10-14,3824,Cadeira Gamer,Móveis,1166.0,5
3529,2023-02-19,1556,Teclado,Acessórios,2927.13,1
3530,2023-04-18,4485,Webcam,Acessórios,374.69,2
3531,2023-02-09,3361,Cadeira Gamer,Móveis,1927.22,4
3532,2023-06-21,2453,Mouse,Acessórios,825.08,1
3533,2023-08-18,4362,Teclado,Acessórios,707.31,1
3534,2023-12-30,3111,Teclado,Acessórios,4286.8,4
3535,2023-12-28,1256,Teclado,Acessórios,163.43,5
3536,2023-01-10,4992,Mouse,Acessórios,1196.46,3
3537,2023-02-15,1025,Webcam,Acessórios,3273.47,5
3538,2023-04-04,2786,Monitor,Eletrônicos,2222.16,4
3539,2023-11-25,4231,Headset,Áudio,2030.14,5
3540,2023-05-25,2039,Cadeira Gamer,Móveis,4568.18,5
3541,2023-06-15,3392,Mouse,Acessórios,1552.64,1
3542,2023-02-21,1198,Cadeira Gamer,Móveis,4138.69,3
3543,2023-04-12,2928,Mouse,Acessórios,466.04,4
3544,2023-12-01,1162,Cadeira Gamer,Móveis,1052.88,1
3545,2023-05-16,3622,Notebook,Eletrônicos,3303.81,5
3546,2023-03-24,4954,Teclado,Acessórios,1296.68,1
3547,2023-03-04,2788,Cadeira Gamer,Móveis,1920.98,3
3548,2023-04-04,3936,Monitor,Eletrônicos,4731.51,3
3549,2023-11-02,3567,Headset,Áudio,4501.77,3
3550,2023-08-09,2366,Mouse,Acessórios,4343.46,2
3551,2023-02-09,4599,Notebook,Eletrônicos,847.63,2
3552,2023-08-09,2896,Monitor,Eletrônicos,3635.03,4
3553,2023-02-21,2998,Cadeira Gamer,Móveis,1279.9,5
3554,2023-07-06,2485,Teclado,Acessórios,2410.69,5
3555,2023-07-24,1387,Notebook,Eletrônicos,1648.28,3
3556,2023-05-20,1458,Teclado,Acessórios,2642.52,4
3557,2023-06-09,3788,Notebook,Eletrônicos,616.48,2
3558,2023-09-26,4689,Notebook,Eletrônicos,3653.86,2
3559,2023-03-27,2561,Headset,Áudio,4214.48,3
3560,2023-12-14,2925,Mouse,Acessórios,3339.08,2
3561,2023-10-05,2910,Teclado,Acessórios,1260.83,2
3562,2023-07-01,4044,Headset,Áudio,2398.9,2
3563,2023-06-18,2578,Teclado,Acessórios,2711.78,5
3564,2023-06-25,1218,Teclado,Acessórios,4023.23,3
3565,2023-02-18,4952,Notebook,Eletrônicos,1851.07,3
3566,2023-01-15,4005,Mouse,Acessórios,2079.64,2
3567,2023-03-13,3494,Notebook,Eletrônicos,1452.1,2
3568,2023-12-01,2501,Headset,Áudio,3220.5,2
3569,2023-09-20,4364,Teclado,Acessórios,3798.24,1
3570,2023-12-21,1926,Cadeira Gamer,Móveis,1145.99,1
3571,2023-09-09,1699,Cadeira Gamer,Móveis,2548.85,4
3572,2023-09-05,2907,Teclado,Acessórios,1486.16,5
3573,2023-08-22,2765,Teclado,Acessórios,1405.36,5
3574,2023-01-14,4151,Monitor,Eletrônicos,1415.36,2
3575,2023-10-24,2152,Headset,Áudio,4350.62,3
3576,2023-06-22,3130,Monitor,Eletrônicos,3497.97,5
3577,2023-02-01,3518,Teclado,Acessórios,758.68,4
3578,2023-02-02,3526,Headset,Áudio,1503.8,4
3579,2023-08-14,2724,Headset,Áudio,591.93,2
3580,2023-10-24,1070,Webcam,Acessórios,836.22,3
3581,2023-06-14,4104,Webcam,Acessórios,2834.54,5
3582,2023-04-16,4144,Headset,Áudio,288.32,3
3583,2023-04-23,4169,Notebook,Eletrônicos,4950.48,2
3584,2023-01-31,1593,Cadeira Gamer,Móveis,1335.61,1
3585,2023-05-20,1812,Monitor,Eletrônicos,2650.45,2
3586,2023-06-08,4362,Webcam,Acessórios,3402.53,4
3587,2023-11-10,4402,Notebook,Eletrônicos,765.81,5
3588,2023-06-17,4877,Notebook,Eletrônicos,1179.67,5
3589,2023-12-23,2961,Webcam,Acessórios,2307.81,3
3590,2023-09-04,2494,Monitor,Eletrônicos,3514.53,2
3591,2023-02-19,1909,Cadeira Gamer,Móveis,2224.64,2
3592,2023-04-27,1194,Cadeira Gamer,Móveis,1901.11,5
3593,2023-07-04,3954,Headset,Áudio,1184.86,2
3594,2023-01-06,4205,Teclado,Acessórios,4233.42,2
3595,2023-09-03,2542,Teclado,Acessórios,3702.91,1
3596,2023-09-04,4989,Mouse,Acessórios,1953.67,2
3597,2023-01-06,4075,Notebook,Eletrônicos,96.46,1
3598,2023-08-29,1013,Webcam,Acessórios,1852.57,3
3599,2023-03-16,2171,Notebook,Eletrônicos,1687.1,3
3600,2023-12-15,1164,Headset,Áudio,2053.59,2
3601,2023-06-12,4121,Webcam,Acessórios,1246.14,3
3602,2023-01-30,4157,Mouse,Acessórios,3716.69,2
3603,2023-11-10,2152,Webcam,Acessórios,4307.07,2
3604,2023-08-13,1476,Teclado,Acessórios,2387.91,2
3605,2023-03-08,2023,Monitor,Eletrônicos,2544.42,1
3606,2023-04-14,1423,Notebook,Eletrônicos,2915.54,2
3607,2023-04-08,2131,Mouse,Acessórios,1506.26,5
3608,2023-05-20,1131,Mouse,Acessórios,1008.92,1
3609,2023-03-31,4109,Cadeira Gamer,Móveis,365.12,4
3610,2023-12-30,2963,Cadeira Gamer,Móveis,2468.2,1
3611,2023-10-28,2270,Webcam,Acessórios,4303.68,4
3612,2023-03-19,3233,Teclado,Acessórios,3027.74,5
3613,2023-05-08,3120,Monitor,Eletrônicos,4470.42,2
3614,2023-11-20,1937,Monitor,Eletrônicos,431.33,4
3615,2023-10-10,2345,Teclado,Acessórios,4370.78,2
3616,2023-05-13,2511,Webcam,Acessórios,3265.99,1
3617,2023-03-21,1403,Mouse,Acessórios,1937.83,1
3618,2023-11-23,2759,Notebook,Eletrônicos,3444.49,4
3619,2023-02-25,2213,Cadeira Gamer,Móveis,195.6,2
3620,2023-04-23,3186,Teclado,Acessórios,2802.05,2
3621,2023-04-17,4713,Mouse,Acessórios,4282.77,1
3622,2023-02-07,3607,Cadeira Gamer,Móveis,3260.51,1
3623,2023-02-11,4361,Webcam,Acessórios,1070.28,1
3624,2023-12-17,1746,Cadeira Gamer,Móveis,597.55,1
3625,2023-02-26,1502,Cadeira Gamer,Móveis,884.41,3
3626,2023-12-06,3069,Cadeira Gamer,Móveis,4142.48,1
3627,2023-08-12,2974,Webcam,Acessórios,2230.21,3
3628,2023-01-10,4703,Mouse,Acessórios,864.24,1
3629,2023-07-13,4775,Headset,Áudio,1737.41,4
3630,2023-07-16,3690,Headset,Áudio,1586.48,3
3631,2023-08-07,4634,Notebook,Eletrônicos,1845.11,3
3632,2023-04-17,3859,Notebook,Eletrônicos,1430.46,3
3633,2023-05-02,4861,Monitor,Eletrônicos,3803.57,4
3634,2023-06-25,2470,Monitor,Eletrônicos,2179.65,4
3635,2023-09-08,3827,Teclado,Acessórios,461.17,3
3636,2023-10-19,4324,Cadeira Gamer,Móveis,3568.4,5
3637,2023-04-18,1753,Cadeira Gamer,Móveis,2343.61,1
3638,2023-10-10,3272,Mouse,Acessórios,1536.8,2
3639,2023-05-09,2087,Notebook,Eletrônicos,1138.47,4
3640,2023-04-06,2584,Headset,Áudio,1242.96,2
3641,2023-07-06,3127,Webcam,Acessórios,3518.85,2
3642,2023-08-17,1526,Webcam,Acessórios,1951.57,1
3643,2023-06-22,3405,Monitor,Eletrônicos,2594.71,5
3644,2023-09-08,4413,Teclado,Acessórios,253.46,1
3645,2024-01-01,4609,Webcam,Acessórios,1357.78,5
3646,2023-12-02,2563,Notebook,Eletrônicos,1876.78,1
3647,2023-04-29,1089,Cadeira Gamer,Móveis,3119.4,3
3648,2023-07-06,3547,Cadeira Gamer,Móveis,167.39,5
3649,2023-06-29,1019,Monitor,Eletrônicos,4723.31,4
3650,2023-05-17,4268,Monitor,Eletrônicos,3600.59,4
3651,2023-04-11,1901,Teclado,Acessórios,4991.23,3
3652,2023-04-16,3730,Mouse,Acessórios,2718.48,2
3653,2023-10-11,4409,Headset,Áudio,3335.74,5
3654,2023-07-19,4589,Headset,Áudio,4798.47,5
3655,2023-06-01,1496,Headset,Áudio,3829.33,2
3656,2023-11-28,4777,Headset,Áudio,1318.83,1
3657,2023-12-14,2455,Notebook,Eletrônicos,1201.15,4
3658,2023-08-31,4461,Teclado,Acessórios,3608.29,1
3659,2023-03-10,1198,Cadeira Gamer,Móveis,4569.86,1
3660,2023-10-31,2258,Monitor,Eletrônicos,345.58,2
3661,2023-01-02,2200,Webcam,Acessórios,665.57,1
3662,2023-05-09,3429,Notebook,Eletrônicos,3812.49,5
3663,2023-07-29,4214,Webcam,Acessórios,3595.79,4
3664,2023-06-04,2260,Notebook,Eletrônicos,708.53,3
3665,2023-11-22,2777,Monitor,Eletrônicos,4278.13,3
3666,2023-05-18,3224,Cadeira Gamer,Móveis,2951.61,4
3667,2023-08-09,3089,Headset,Áudio,2044.87,1
3668,2023-10-20,4140,Webcam,Acessórios,4145.11,1
3669,2023-07-03,4256,Monitor,Eletrônicos,1249.79,2
3670,2023-05-31,3317,Webcam,Acessórios,2005.26,5
3671,2023-03-19,2858,Monitor,Eletrônicos,1598.38,5
3672,2023-09-26,1576,Mouse,Acessórios,96.28,4
3673,2023-01-16,2573,Webcam,Acessórios,4737.44,2
3674,2023-09-07,1883,Webcam,Acessórios,3085.59,1
3675,2023-09-28,4019,Headset,Áudio,3420.26,3
3676,2023-09-22,2931,Monitor,Eletrônicos,4559.11,5
3677,2023-03-31,4662,Headset,Áudio,2765.24,2
3678,2023-01-20,2302,Cadeira Gamer,Móveis,3153.1,2
3679,2023-06-28,2732,Headset,Áudio,1293.41,5
3680,2023-10-05,2885,Mouse,Acessórios,3070.65,2
3681,2023-12-10,2466,Webcam,Acessórios,3285.01,1
3682,2023-07-23,3048,Notebook,Eletrônicos,941.47,3
3683,2023-06-11,1742,Cadeira Gamer,Móveis,4628.17,2
3684,2023-01-26,2354,Monitor,Eletrônicos,4991.48,3
3685,2023-01-05,3419,Headset,Áudio,94.06,1
3686,2023-06-14,1982,Monitor,Eletrônicos,1495.27,4
3687,2023-05-12,2118,Notebook,Eletrônicos,4722.76,2
3688,2023-05-13,2369,Teclado,Acessórios,3074.22,3
3689,2023-09-25,4210,Notebook,Eletrônicos,2299.03,5
3690,2023-06-26,2952,Monitor,Eletrônicos,2663.38,4
3691,2023-11-11,2024,Mouse,Acessórios,2036.97,1
3692,2023-09-21,1369,Monitor,Eletrônicos,3852.35,1
3693,2023-11-23,1968,Notebook,Eletrônicos,2846.83,1
3694,2023-09-30,4792,Webcam,Acessórios,1099.9,4
3695,2023-03-20,2592,Webcam,Acessórios,3399.3,3
3696,2023-09-14,1040,Headset,Áudio,1252.71,4
3697,2023-01-05,2124,Monitor,Eletrônicos,4731.45,4
3698,2023-04-17,4979,Mouse,Acessórios,648.53,5
3699,2023-06-11,3676,Monitor,Eletrônicos,654.51,4
3700,2023-10-20,2034,Headset,Áudio,489.47,1
3701,2023-12-15,1858,Mouse,Acessórios,2146.07,4
3702,2023-08-07,4694,Webcam,Acessórios,4569.41,1
3703,2023-07-23,1026,Webcam,Acessórios,2333.59,5
3704,2023-05-17,4817,Headset,Áudio,597.29,4
3705,2023-09-13,1776,Mouse,Acessórios,3171.4,4
3706,2023-04-09,2788,Mouse,Acessórios,3184.18,4
3707,2023-01-12,2502,Cadeira Gamer,Móveis,4750.97,4
3708,2023-07-14,2571,Notebook,Eletrônicos,4853.53,2
3709,2023-06-28,3944,Webcam,Acessórios,327.42,4
3710,2023-03-28,1691,Teclado,Acessórios,2967.57,4
3711,2023-06-27,1418,Monitor,Eletrônicos,4985.93,5
3712,2023-03-29,4776,Headset,Áudio,102.85,2
3713,2023-11-24,4438,Teclado,Acessórios,968.86,4
3714,2023-11-06,2120,Webcam,Acessórios,3633.49,2
3715,2023-01-07,4159,Cadeira Gamer,Móveis,1837.58,5
3716,2023-07-30,3484,Teclado,Acessórios,4050.09,5
3717,2023-08-20,3727,Cadeira Gamer,Móveis,2343.67,4
3718,2023-11-23,1290,Mouse,Acessórios,1946.53,3
3719,2023-06-19,3236,Cadeira Gamer,Móveis,2783.31,2
3720,2023-03-23,2555,Cadeira Gamer,Móveis,835.42,2
3721,2023-01-06,1675,Headset,Áudio,3822.49,5
3722,2023-05-12,3881,Webcam,Acessórios,4593.19,1
3723,2023-09-07,2124,Webcam,Acessórios,3899.26,1
3724,2023-02-08,4580,Notebook,Eletrônicos,3157.94,2
3725,2023-09-21,2730,Headset,Áudio,3583.02,5
3726,2023-05-19,3136,Teclado,Acessórios,1028.26,4
3727,2023-09-21,2418,Monitor,Eletrônicos,2629.39,4
3728,2023-07-27,1951,Webcam,Acessórios,2715.41,3
3729,2023-03-28,4419,Monitor,Eletrônicos,4561.52,2
3730,2023-03-31,2582,Mouse,Acessórios,388.32,2
3731,2023-10-06,3302,Headset,Áudio,533.42,5
3732,2023-12-26,5000,Notebook,Eletrônicos,2006.29,2
3733,2023-08-02,4020,Monitor,Eletrônicos,3720.11,1
3734,2023-08-17,1565,Webcam,Acessórios,2275.12,2
3735,2023-10-19,3042,Monitor,Eletrônicos,3995.54,3
3736,2023-03-31,1557,Monitor,Eletrônicos,2173.02,5
3737,2023-03-26,2931,Notebook,Eletrônicos,4790.53,1
3738,2023-03-06,2522,Monitor,Eletrônicos,257.51,3
3739,2023-01-25,4891,Headset,Áudio,1065.44,4
3740,2023-08-16,2934,Cadeira Gamer,Móveis,2553.41,5
3741,2023-02-20,2256,Notebook,Eletrônicos,4721.02,5
3742,2023-08-14,3093,Headset,Áudio,4000.11,4
3743,2023-03-09,4920,Notebook,Eletrônicos,3454.13,4
3744,2023-01-27,3411,Notebook,Eletrônicos,531.85,3
3745,2023-11-16,2098,Webcam,Acessórios,4556.11,2
3746,2023-10-04,3988,Monitor,Eletrônicos,2480.91,3
3747,2023-08-16,4209,Mouse,Acessórios,1466.78,3
3748,2023-06-28,4080,Monitor,Eletrônicos,3858.8,5
3749,2023-11-16,4080,Headset,Áudio,2615.09,4
3750,2023-06-28,4702,Cadeira Gamer,Móveis,1281.26,1
3751,2023-11-29,3213,Headset,Áudio,3195.24,3
3752,2023-10-26,4017,Mouse,Acessórios,150.84,2
3753,2023-05-14,2010,Teclado,Acessórios,3219.01,1
3754,2023-02-07,1689,Monitor,Eletrônicos,1034.45,2
3755,2023-05-19,2400,Mouse,Acessórios,102.58,3
3756,2023-07-02,3838,Cadeira Gamer,Móveis,570.03,2
3757,2023-09-24,1812,Monitor,Eletrônicos,3720.57,5
3758,2023-05-19,2188,Notebook,Eletrônicos,78.66,1
3759,2023-08-23,3068,Cadeira Gamer,Móveis,2418.11,3
3760,2023-06-03,3454,Webcam,Acessórios,1570.4,1
3761,2023-09-15,2722,Cadeira Gamer,Móveis,4136.83,4
3762,2023-04-24,1506,Notebook,Eletrônicos,2069.26,3
3763,2023-03-21,4547,Teclado,Acessórios,3536.89,1
3764,2023-04-03,4028,Teclado,Acessórios,3610.92,4
3765,2023-01-28,1834,Mouse,Acessórios,4658.54,1
3766,2023-11-18,4522,Mouse,Acessórios,1710.4,2
3767,2023-05-17,4898,Webcam,Acessórios,3763.66,1
3768,2023-09-14,1700,Webcam,Acessórios,4718.8,5
3769,2023-04-04,2203,Teclado,Acessórios,2244.54,1
3770,2023-04-23,2926,Webcam,Acessórios,3029.63,2
3771,2023-10-28,3516,Teclado,Acessórios,4104.13,2
3772,2023-05-01,2304,Cadeira Gamer,Móveis,3339.11,4
3773,2023-01-29,4512,Notebook,Eletrônicos,1050.12,1
3774,2023-06-01,3264,Webcam,Acessórios,818.5,1
3775,2023-11-12,2076,Mouse,Acessórios,4523.33,3
3776,2023-08-25,2814,Teclado,Acessórios,574.8,4
3777,2023-05-21,4876,Mouse,Acessórios,3996.64,3
3778,2023-03-03,2391,Notebook,Eletrônicos,1614.57,4
3779,2023-10-27,4793,Headset,Áudio,3201.68,1
3780,2023-08-23,2360,Headset,Áudio,3174.35,4
3781,2023-03-13,1713,Cadeira Gamer,Móveis,339.75,3
3782,2023-03-15,1586,Cadeira Gamer,Móveis,609.43,5
3783,2023-02-06,2995,Mouse,Acessórios,3841.27,2
3784,2023-02-12,2226,Teclado,Acessórios,449.91,3
3785,2023-10-30,2412,Mouse,Acessórios,4927.98,3
3786,2023-01-07,4908,Monitor,Eletrônicos,3246.0,5
3787,2023-05-05,1266,Webcam,Acessórios,1572.9,5
3788,2023-12-29,2003,Headset,Áudio,2397.34,1
3789,2023-12-28,4942,Notebook,Eletrônicos,2587.66,2
3790,2023-12-14,1990,Mouse,Acessórios,1041.7,4
3791,2023-09-24,4031,Notebook,Eletrônicos,3911.3,3
3792,2023-11-30,4386,Webcam,Acessórios,881.73,3
3793,2023-10-10,3392,Mouse,Acessórios,3448.32,3
3794,2023-09-02,1872,Teclado,Acessórios,2166.86,3
3795,2023-07-01,3731,Notebook,Eletrônicos,3127.59,5
3796,2023-05-21,3695,Mouse,Acessórios,2413.35,3
3797,2023-08-05,3212,Mouse,Acessórios,2620.74,3
3798,2023-09-17,3013,Headset,Áudio,2341.86,3
3799,2023-12-14,3449,Webcam,Acessórios,4724.6,1
3800,2023-08-29,1090,Webcam,Acessórios,4736.47,4
3801,2023-07-10,4349,Teclado,Acessórios,3766.88,3
3802,2023-10-02,4213,Monitor,Eletrônicos,74.11,2
3803,2023-04-11,2852,Notebook,Eletrônicos,1119.35,1
3804,2023-01-09,4745,Monitor,Eletrônicos,3293.14,4
3805,2023-10-26,4444,Teclado,Acessórios,4498.95,4
3806,2023-06-13,1718,Mouse,Acessórios,1056.19,1
3807,2023-08-31,4485,Notebook,Eletrônicos,877.19,2
3808,2023-03-12,4551,Mouse,Acessórios,603.27,5
3809,2023-02-27,1463,Notebook,Eletrônicos,440.81,5
3810,2023-04-27,1537,Monitor,Eletrônicos,3871.57,1
3811,2023-11-07,4911,Mouse,Acessórios,156.92,4
3812,2023-01-14,4374,Mouse,Acessórios,1622.43,3
3813,2023-02-18,1910,Teclado,Acessórios,3171.52,1
3814,2023-05-02,4030,Notebook,Eletrônicos,2856.08,4
3815,2023-03-26,2651,Mouse,Acessórios,4330.56,5
3816,2024-01-01,4452,Mouse,Acessórios,895.26,1
3817,2023-12-16,2600,Monitor,Eletrônicos,601.34,2
3818,2023-02-02,2897,Headset,Áudio,1813.2,4
3819,2023-11-06,1278,Monitor,Eletrônicos,4881.16,2
3820,2023-03-05,2602,Headset,Áudio,4338.99,3
3821,2023-04-20,2440,Headset,Áudio,2530.6,1
3822,2023-01-09,4510,Teclado,Acessórios,1212.16,3
3823,2023-07-23,1853,Notebook,Eletrônicos,652.23,5
3824,2023-04-24,4619,Monitor,Eletrônicos,3623.41,2
3825,2023-07-11,4250,Webcam,Acessórios,2317.18,1
3826,2023-06-19,3722,Monitor,Eletrônicos,2069.82,2
3827,2023-01-20,3638,Cadeira Gamer,Móveis,2584.25,1
3828,2023-07-14,4793,Mouse,Acessórios,1485.38,1
3829,2023-01-07,3740,Notebook,Eletrônicos,708.06,3
3830,2023-04-20,4749,Mouse,Acessórios,3417.01,5
3831,2023-11-08,1377,Teclado,Acessórios,4947.61,3
3832,2023-11-21,3580,Teclado,Acessórios,2748.93,4
3833,2023-07-14,3390,Headset,Áudio,4450.15,2
3834,2023-08-05,1341,Notebook,Eletrônicos,4210.18,1
3835,2023-07-20,3575,Notebook,Eletrônicos,3291.31,1
3836,2023-09-15,1349,Monitor,Eletrônicos,4861.62,1
3837,2023-01-20,4540,Monitor,Eletrônicos,1674.83,1
3838,2023-07-21,2839,Cadeira Gamer,Móveis,347.54,3
3839,2023-12-20,3332,Cadeira Gamer,Móveis,2579.82,5
3840,2023-05-19,2741,Monitor,Eletrônicos,2479.7,5
3841,2023-10-10,3864,Notebook,Eletrônicos,839.86,2
3842,2023-02-16,2682,Mouse,Acessórios,4000.29,3
3843,2023-03-08,3555,Teclado,Acessórios,4317.36,3
3844,2023-03-24,3340,Mouse,Acessórios,2029.59,2
3845,2023-01-02,2891,Notebook,Eletrônicos,3513.74,1
3846,2023-06-13,2139,Notebook,Eletrônicos,4447.52,2
3847,2023-11-26,3714,Webcam,Acessórios,3832.8,5
3848,2023-09-30,3761,Webcam,Acessórios,1506.89,5
3849,2023-04-26,4843,Mouse,Acessórios,266.79,3
3850,2023-02-19,2341,Teclado,Acessórios,2939.68,3
3851,2023-10-02,1816,Headset,Áudio,2556.4,1
3852,2023-02-14,1600,Teclado,Acessórios,4798.44,4
3853,2023-04-19,1562,Webcam,Acessórios,4902.82,1
3854,2023-03-12,3279,Notebook,Eletrônicos,193.76,5
3855,2023-09-26,1141,Webcam,Acessórios,3714.41,1
3856,2023-01-24,1714,Teclado,Acessórios,3250.22,2
3857,2023-06-09,3371,Mouse,Acessórios,4957.75,2
3858,2023-08-31,4971,Mouse,Acessórios,3459.94,2
3859,2023-03-02,2819,Notebook,Eletrônicos,236.2,5
3860,2023-07-10,4258,Monitor,Eletrônicos,194.25,5
3861,2023-06-16,1290,Webcam,Acessórios,4916.0,4
3862,2023-10-11,2836,Webcam,Acessórios,2100.65,1
3863,2023-06-06,1208,Notebook,Eletrônicos,2116.3,1
3864,2023-01-05,2157,Notebook,Eletrônicos,2062.69,3
3865,2023-10-22,3946,Headset,Áudio,3095.2,5
3866,2023-04-04,4691,Notebook,Eletrônicos,2853.85,2
3867,2023-11-01,4738,Monitor,Eletrônicos,4103.6,3
3868,2023-05-02,3278,Cadeira Gamer,Móveis,4129.9,5
3869,2023-05-09,3732,Teclado,Acessórios,3613.62,5
3870,2023-07-30,4452,Monitor,Eletrônicos,4952.04,4
3871,2023-10-30,4953,Webcam,Acessórios,1844.62,1
3872,2023-10-26,1706,Monitor,Eletrônicos,3948.55,5
3873,2023-06-01,2474,Mouse,Acessórios,1196.86,1
3874,2023-12-10,2957,Monitor,Eletrônicos,1377.02,1
3875,2023-08-20,2672,Webcam,Acessórios,4802.15,3
3876,2023-11-29,3808,Teclado,Acessórios,2876.71,5
3877,2023-05-15,1181,Headset,Áudio,4862.32,4
3878,2023-08-03,3173,Mouse,Acessórios,2343.49,3
3879,2023-04-15,4808,Notebook,Eletrônicos,379.2,1
3880,2023-12-20,2932,Mouse,Acessórios,3243.02,5
3881,2023-04-02,1979,Mouse,Acessórios,4271.45,5
3882,2023-02-28,1258,Headset,Áudio,4052.87,5
3883,2023-12-16,3417,Webcam,Acessórios,357.9,2
3884,2023-04-12,1363,Mouse,Acessórios,4745.69,1
3885,2023-10-05,1684,Webcam,Acessórios,4136.4,4
3886,2023-05-30,3724,Headset,Áudio,3477.07,4
3887,2023-03-30,4436,Teclado,Acessórios,4102.37,5
3888,2023-02-27,3660,Monitor,Eletrônicos,4855.63,4
3889,2023-12-11,4327,Webcam,Acessórios,1666.4,5
3890,2023-12-13,1091,Mouse,Acessórios,2141.76,4
3891,2023-12-17,2890,Webcam,Acessórios,450.49,2
3892,2023-11-14,2405,Teclado,Acessórios,4956.8,3
3893,2023-11-20,3531,Headset,Áudio,3463.13,3
3894,2023-01-31,2164,Mouse,Acessórios,3054.72,2
3895,2023-09-04,4885,Cadeira Gamer,Móveis,1177.8,5
3896,2023-10-08,4025,Webcam,Acessórios,358.23,5
3897,2023-07-15,3239,Headset,Áudio,367.37,2
3898,2023-05-05,2715,Mouse,Acessórios,4841.33,3
3899,2023-05-25,2859,Headset,Áudio,390.65,2
3900,2023-01-06,2445,Teclado,Acessórios,2242.93,3
3901,2023-08-24,3842,Mouse,Acessórios,478.27,1
3902,2023-11-13,2085,Monitor,Eletrônicos,1772.58,3
3903,2023-08-18,1061,Monitor,Eletrônicos,4955.3,2
3904,2023-02-19,2865,Monitor,Eletrônicos,1207.77,3
3905,2024-01-01,2644,Monitor,Eletrônicos,2599.72,2
3906,2023-09-09,2281,Teclado,Acessórios,4381.68,2
3907,2023-05-25,1524,Webcam,Acessórios,4517.44,4
3908,2023-12-04,3465,Cadeira Gamer,Móveis,3024.65,3
3909,2023-12-18,2538,Teclado,Acessórios,265.4,2
3910,2023-11-26,3970,Notebook,Eletrônicos,2841.15,5
3911,2023-04-15,2336,Mouse,Acessórios,1978.93,5
3912,2023-06-06,4080,Mouse,Acessórios,4995.25,2
3913,2023-09-25,3398,Cadeira Gamer,Móveis,2129.7,2
3914,2023-05-27,1891,Notebook,Eletrônicos,3975.35,2
3915,2023-06-15,1585,Notebook,Eletrônicos,4262.68,1
3916,2023-04-16,1963,Monitor,Eletrônicos,287.56,1
3917,2023-08-18,3849,Monitor,Eletrônicos,4229.29,4
3918,2023-01-08,3481,Cadeira Gamer,Móveis,4304.82,3
3919,2023-07-11,2962,Notebook,Eletrônicos,546.4,1
3920,2023-05-03,3644,Headset,Áudio,426.22,3
3921,2023-09-16,1191,Teclado,Acessórios,3423.82,1
3922,2023-12-09,2016,Webcam,Acessórios,638.64,2
3923,2023-01-13,4793,Notebook,Eletrônicos,166.19,4
3924,2023-06-18,4940,Mouse,Acessórios,3471.14,1
3925,2023-03-09,1934,Monitor,Eletrônicos,2654.33,3
3926,2023-02-09,2201,Teclado,Acessórios,2007.24,4
3927,2023-10-23,4874,Notebook,Eletrônicos,4107.7,2
3928,2023-02-15,1138,Notebook,Eletrônicos,1168.46,3
3929,2023-10-26,3664,Cadeira Gamer,Móveis,3118.32,5
3930,2023-02-23,1790,Teclado,Acessórios,4130.42,2
3931,2023-02-21,4197,Cadeira Gamer,Móveis,3195.54,4
3932,2023-06-08,1172,Headset,Áudio,3516.21,3
3933,2023-06-15,1933,Teclado,Acessórios,3754.78,1
3934,2023-06-05,3232,Teclado,Acessórios,4503.58,1
3935,2023-02-28,4597,Teclado,Acessórios,83.93,2
3936,2023-01-13,3933,Teclado,Acessórios,564.37,4
3937,2023-03-16,4491,Headset,Áudio,1320.58,3
3938,2023-02-19,4976,Monitor,Eletrônicos,2591.01,2
3939,2023-04-17,1867,Cadeira Gamer,Móveis,3197.87,4
3940,2023-11-07,4768,Webcam,Acessórios,1136.44,4
3941,2023-03-19,2017,Headset,Áudio,4380.53,2
3942,2023-05-21,3432,Mouse,Acessórios,540.98,4
3943,2023-02-21,1701,Webcam,Acessórios,4018.14,5
3944,2023-09-21,3164,Webcam,Acessórios,3330.71,5
3945,2023-10-30,4522,Notebook,Eletrônicos,3896.44,2
3946,2023-05-05,2439,Teclado,Acessórios,1980.84,3
3947,2023-11-21,1714,Monitor,Eletrônicos,2167.34,2
3948,2023-02-07,1469,Webcam,Acessórios,188.04,3
3949,2023-06-29,3634,Notebook,Eletrônicos,1303.81,3
3950,2023-01-06,3258,Notebook,Eletrônicos,4095.58,5
3951,2023-10-30,2777,Teclado,Acessórios,2331.59,3
3952,2023-04-07,1859,Teclado,Acessórios,3418.16,5
3953,2023-11-04,2936,Headset,Áudio,426.64,3
3954,2023-04-13,4467,Mouse,Acessórios,1357.73,4
3955,2023-04-05,1299,Teclado,Acessórios,2430.4,4
3956,2023-10-18,4912,Teclado,Acessórios,3700.63,1
3957,2023-10-03,1605,Webcam,Acessórios,1690.08,4
3958,2023-02-07,4163,Headset,Áudio,4472.76,3
3959,2023-07-07,3417,Webcam,Acessórios,3764.1,4
3960,2023-12-22,4866,Mouse,Acessórios,1785.04,1
3961,2023-05-09,2274,Monitor,Eletrônicos,4044.56,2
3962,2023-02-22,1274,Headset,Áudio,294.54,1
3963,2023-09-29,3734,Notebook,Eletrônicos,1586.91,2
3964,2023-11-06,2925,Monitor,Eletrônicos,3280.98,3
3965,2023-09-19,1847,Webcam,Acessórios,1997.17,1
