ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Valor_Total
4408,2023-06-14,2377,Headset,Áudio,2934.29,5,14671.45
4409,2023-02-01,2676,Teclado,Acessórios,3965.7,4,15862.8
4410,2023-11-04,3683,Teclado,Acessórios,1120.05,1,1120.05
4411,2023-11-28,3099,Notebook,Eletrônicos,395.03,5,1975.1499999999999
4412,2023-09-13,2648,Teclado,Acessórios,949.44,1,949.44
4413,2023-11-18,3903,Notebook,Eletrônicos,1615.58,2,3231.16
4414,2023-10-25,2118,Teclado,Acessórios,1036.23,2,2072.46
4415,2023-04-13,4520,Headset,Áudio,2394.41,1,2394.41
4416,2023-10-02,4976,Cadeira Gamer,Móveis,4727.03,3,14181.09
4417,2023-02-06,3114,Headset,Áudio,2851.21,2,5702.42
4418,2023-07-08,4391,Mouse,Acessórios,3989.29,1,3989.29
4419,2023-10-30,3679,Cadeira Gamer,Móveis,2282.84,4,9131.36
4420,2023-02-01,1455,Teclado,Acessórios,1576.6,3,4729.799999999999
4421,2023-07-02,2250,Mouse,Acessórios,2539.17,4,10156.68
4422,2023-05-08,3099,Cadeira Gamer,Móveis,2277.01,1,2277.01
4423,2023-02-14,2850,Notebook,Eletrônicos,428.14,3,1284.42
4424,2023-07-26,4909,Headset,Áudio,4687.9,5,23439.5
4425,2023-01-29,3336,Monitor,Eletrônicos,4062.63,4,16250.52
4426,2023-08-12,2025,Notebook,Eletrônicos,503.37,4,2013.48
4427,2023-07-17,4185,Teclado,Acessórios,2803.54,3,8410.619999999999
4428,2023-05-01,3462,Mouse,Acessórios,873.55,4,3494.2
4429,2023-06-18,3237,Notebook,Eletrônicos,189.14,5,945.6999999999999
4430,2023-10-30,4956,Notebook,Eletrônicos,4852.82,1,4852.82
4431,2023-08-01,2465,Mouse,Acessórios,4959.06,5,24795.300000000003
4432,2023-08-07,3328,Mouse,Acessórios,4286.86,1,4286.86
4433,2023-07-29,4537,Teclado,Acessórios,4805.37,1,4805.37
4434,2023-11-09,4452,Mouse,Acessórios,4988.55,1,4988.55
4435,2023-02-06,3881,Notebook,Eletrônicos,4269.0,4,17076.0
4436,2023-06-04,1860,Cadeira Gamer,Móveis,4121.13,1,4121.13
4437,2023-01-11,1629,Monitor,Eletrônicos,3745.78,4,14983.12
4438,2023-01-08,3497,Mouse,Acessórios,2690.37,3,8071.11
4439,2023-07-02,2332,Webcam,Acessórios,1746.64,3,5239.92
4440,2023-06-06,2935,Teclado,Acessórios,4238.44,1,4238.44
4441,2023-05-13,1200,Teclado,Acessórios,3962.86,2,7925.72
4442,2023-03-05,2363,Notebook,Eletrônicos,3886.08,3,11658.24
4443,2023-01-17,3319,Mouse,Acessórios,2889.54,2,5779.08
4444,2023-12-25,3553,Mouse,Acessórios,760.73,4,3042.92
4445,2023-04-05,1551,Teclado,Acessórios,823.49,5,4117.45
4446,2023-12-17,1875,Teclado,Acessórios,4947.19,1,4947.19
4447,2023-09-17,3993,Teclado,Acessórios,885.26,2,1770.52
4448,2023-10-10,3567,Monitor,Eletrônicos,1835.2,4,7340.8
4449,2023-08-22,3300,Teclado,Acessórios,3610.62,4,14442.48
4450,2023-01-31,2867,Monitor,Eletrônicos,280.71,2,561.42
4451,2023-04-15,1021,Notebook,Eletrônicos,3954.03,2,7908.06
4452,2023-01-04,3100,Cadeira Gamer,Móveis,2482.58,2,4965.16
4453,2023-03-10,2486,Webcam,Acessórios,2610.09,3,7830.27
4454,2023-10-31,3122,Cadeira Gamer,Móveis,1571.77,1,1571.77
4455,2023-01-30,1251,Mouse,Acessórios,180.25,4,721.0
4456,2023-02-18,1491,Notebook,Eletrônicos,1925.74,5,9628.7
4457,2023-01-02,1368,Mouse,Acessórios,553.06,5,2765.2999999999997
4458,2023-09-23,4741,Teclado,Acessórios,1950.97,5,9754.85
4459,2023-12-10,4690,Mouse,Acessórios,1155.86,1,1155.86
4460,2023-10-05,4588,Mouse,Acessórios,1265.71,1,1265.71
4461,2023-10-06,1798,Teclado,Acessórios,3787.47,4,15149.88
4462,2023-12-05,4731,Monitor,Eletrônicos,4586.15,1,4586.15
4463,2023-09-28,3610,Notebook,Eletrônicos,2118.45,1,2118.45
4464,2023-07-25,1956,Mouse,Acessórios,4711.23,5,23556.149999999998
4465,2023-07-16,4301,Notebook,Eletrônicos,393.66,5,1968.3000000000002
4466,2023-04-15,3406,Mouse,Acessórios,889.18,3,2667.54
4467,2023-07-31,2023,Mouse,Acessórios,1577.85,1,1577.85
4468,2023-11-08,4352,Notebook,Eletrônicos,2556.27,4,10225.08
4469,2023-04-03,3511,Headset,Áudio,467.8,2,935.6
4470,2023-02-21,2441,Headset,Áudio,1415.92,3,4247.76
4471,2023-07-28,3817,Mouse,Acessórios,3529.31,4,14117.24
4472,2023-08-20,2549,Webcam,Acessórios,584.58,5,2922.9
4473,2023-01-14,4972,Teclado,Acessórios,3331.39,5,16656.95
4474,2023-03-21,2820,Monitor,Eletrônicos,2385.43,1,2385.43
4475,2023-05-08,3091,Cadeira Gamer,Móveis,4899.54,2,9799.08
4476,2023-09-17,2881,Notebook,Eletrônicos,1552.19,4,6208.76
4477,2023-12-06,4627,Monitor,Eletrônicos,2834.14,4,11336.56
4478,2023-06-16,3484,Webcam,Acessórios,2291.26,5,11456.300000000001
4479,2023-10-21,4241,Cadeira Gamer,Móveis,1454.08,3,4362.24
4480,2023-11-10,4506,Mouse,Acessórios,4816.72,4,19266.88
4481,2023-05-18,1909,Mouse,Acessórios,3320.97,3,9962.91
4482,2023-07-14,3423,Cadeira Gamer,Móveis,3545.77,4,14183.08
4483,2023-09-04,3188,Monitor,Eletrônicos,1287.38,2,2574.76
4484,2023-10-31,1219,Cadeira Gamer,Móveis,2855.49,2,5710.98
4485,2023-02-26,4553,Webcam,Acessórios,1120.39,2,2240.78
4486,2023-03-29,2433,Headset,Áudio,4302.79,2,8605.58
4487,2023-01-02,3974,Notebook,Eletrônicos,4361.71,4,17446.84
4488,2023-09-27,2905,Cadeira Gamer,Móveis,103.52,5,517.6
4489,2023-08-26,4982,Notebook,Eletrônicos,4750.73,1,4750.73
4490,2023-05-06,4574,Cadeira Gamer,Móveis,3569.26,2,7138.52
4491,2023-05-05,4158,Webcam,Acessórios,1665.31,2,3330.62
4492,2023-05-12,1343,Webcam,Acessórios,1719.28,3,5157.84
4493,2023-09-18,1264,Monitor,Eletrônicos,2347.28,2,4694.56
4494,2023-07-04,2079,Teclado,Acessórios,445.28,4,1781.12
4495,2023-08-19,1944,Headset,Áudio,1371.09,2,2742.18
4496,2023-05-07,4024,Teclado,Acessórios,3856.5,4,15426.0
4497,2023-07-09,2008,Notebook,Eletrônicos,1587.25,3,4761.75
4498,2023-12-01,1722,Cadeira Gamer,Móveis,4120.04,2,8240.08
4499,2023-09-27,1881,Notebook,Eletrônicos,1344.22,2,2688.44
4500,2023-06-30,3417,Monitor,Eletrônicos,2531.53,2,5063.06
4501,2023-11-07,4227,Teclado,Acessórios,1855.9,4,7423.6
4502,2023-09-16,4838,Webcam,Acessórios,3155.66,1,3155.66
4503,2023-06-09,3342,Headset,Áudio,2896.14,5,14480.699999999999
4504,2024-01-01,3751,Headset,Áudio,4124.4,4,16497.6
4505,2023-12-06,3263,Headset,Áudio,4092.33,2,8184.66
4506,2023-01-12,4459,Mouse,Acessórios,1207.5,5,6037.5
4507,2023-01-31,2576,Mouse,Acessórios,2743.14,2,5486.28
4508,2023-01-24,1531,Headset,Áudio,1998.05,3,5994.15
4509,2023-01-19,3732,Notebook,Eletrônicos,3122.56,2,6245.12
4510,2023-01-30,2766,Monitor,Eletrônicos,951.13,5,4755.65
4511,2023-02-11,3571,Monitor,Eletrônicos,4500.54,1,4500.54
4512,2023-01-12,2079,Webcam,Acessórios,2715.17,5,13575.85
4513,2023-06-04,1561,Cadeira Gamer,Móveis,115.8,1,115.8
4514,2023-03-05,3740,Headset,Áudio,3355.38,1,3355.38
4515,2023-01-14,2621,Headset,Áudio,4315.49,1,4315.49
4516,2023-06-16,4091,Webcam,Acessórios,2404.06,3,7212.18
4517,2023-07-01,2009,Cadeira Gamer,Móveis,2592.86,5,12964.300000000001
4518,2023-07-25,4265,Headset,Áudio,660.72,3,1982.16
4519,2023-01-04,3877,Mouse,Acessórios,3086.21,3,9258.630000000001
4520,2023-08-27,4344,Teclado,Acessórios,939.19,3,2817.57
4521,2023-12-19,4062,Teclado,Acessórios,420.33,2,840.66
4522,2023-12-22,1790,Headset,Áudio,1167.74,1,1167.74
4523,2023-12-24,1431,Headset,Áudio,4698.49,5,23492.449999999997
4524,2023-01-23,4381,Mouse,Acessórios,175.58,4,702.32
4525,2023-08-17,3626,Monitor,Eletrônicos,1921.81,4,7687.24
4526,2023-05-03,3508,Monitor,Eletrônicos,751.46,2,1502.92
4527,2023-08-28,1719,Mouse,Acessórios,646.32,2,1292.64
4528,2023-03-03,1899,Cadeira Gamer,Móveis,4812.21,5,24061.05
4529,2023-08-02,1068,Webcam,Acessórios,4537.19,3,13611.57
4530,2023-04-26,2230,Teclado,Acessórios,4229.82,5,21149.1
4531,2023-03-11,4480,Notebook,Eletrônicos,3590.92,2,7181.84
4532,2023-09-19,3179,Notebook,Eletrônicos,3617.56,1,3617.56
4533,2023-03-29,4042,Mouse,Acessórios,4753.37,5,23766.85
4534,2023-04-14,2899,Headset,Áudio,3313.97,5,16569.85
4535,2023-09-06,1982,Monitor,Eletrônicos,848.14,4,3392.56
4536,2023-10-07,3313,Webcam,Acessórios,859.24,5,4296.2
4537,2023-11-16,4559,Notebook,Eletrônicos,2220.75,3,6662.25
4538,2023-01-17,3046,Webcam,Acessórios,4064.64,1,4064.64
4539,2023-10-06,1190,Teclado,Acessórios,4305.72,1,4305.72
4540,2023-11-02,1235,Monitor,Eletrônicos,526.46,2,1052.92
4541,2023-02-11,1265,Cadeira Gamer,Móveis,4546.32,1,4546.32
4542,2023-04-08,1137,Cadeira Gamer,Móveis,3487.46,4,13949.84
4543,2023-09-12,4078,Cadeira Gamer,Móveis,2254.25,1,2254.25
4544,2023-08-29,2832,Headset,Áudio,3264.33,2,6528.66
4545,2023-11-28,3843,Webcam,Acessórios,3010.82,1,3010.82
4546,2023-05-24,3232,Teclado,Acessórios,2064.37,1,2064.37
4547,2023-04-29,2538,Teclado,Acessórios,4070.75,3,12212.25
4548,2023-01-27,4054,Monitor,Eletrônicos,4887.68,2,9775.36
4549,2023-12-05,4217,Cadeira Gamer,Móveis,3649.91,5,18249.55
4550,2023-09-06,2372,Monitor,Eletrônicos,3266.02,2,6532.04
4551,2023-07-20,1021,Notebook,Eletrônicos,1281.48,5,6407.4
4552,2023-01-12,1628,Webcam,Acessórios,1014.64,5,5073.2
4553,2023-06-27,3877,Cadeira Gamer,Móveis,4571.65,5,22858.25
4554,2023-12-06,4694,Monitor,Eletrônicos,4187.38,4,16749.52
4555,2023-08-01,4376,Monitor,Eletrônicos,1512.04,4,6048.16
4556,2023-01-05,4016,Mouse,Acessórios,2923.27,1,2923.27
4557,2023-06-25,3169,Mouse,Acessórios,869.5,2,1739.0
4558,2023-03-24,1774,Notebook,Eletrônicos,387.63,4,1550.52
4559,2023-11-21,4042,Teclado,Acessórios,1945.98,4,7783.92
4560,2023-09-18,3392,Notebook,Eletrônicos,4208.42,5,21042.1
4561,2023-11-20,1521,Notebook,Eletrônicos,2848.4,2,5696.8
4562,2023-07-07,4132,Headset,Áudio,1856.31,4,7425.24
4563,2023-05-17,2784,Teclado,Acessórios,3022.03,4,12088.12
4564,2023-07-29,4008,Webcam,Acessórios,2768.93,5,13844.65
4565,2023-03-19,2416,Headset,Áudio,4222.91,1,4222.91
4566,2023-01-18,1679,Notebook,Eletrônicos,4880.56,1,4880.56
4567,2023-03-16,4964,Cadeira Gamer,Móveis,504.26,4,2017.04
4568,2023-08-23,4808,Notebook,Eletrônicos,4448.85,2,8897.7
4569,2023-02-15,2930,Headset,Áudio,4339.24,2,8678.48
4570,2023-06-18,4328,Webcam,Acessórios,4617.76,3,13853.28
4571,2023-02-02,2458,Mouse,Acessórios,140.09,1,140.09
4572,2023-04-09,2551,Headset,Áudio,1176.38,5,5881.900000000001
4573,2023-08-23,3712,Cadeira Gamer,Móveis,4094.21,3,12282.630000000001
4574,2023-09-10,3003,Mouse,Acessórios,4327.38,3,12982.14
4575,2023-05-05,2688,Monitor,Eletrônicos,2197.95,3,6593.849999999999
4576,2023-10-02,4666,Headset,Áudio,999.43,2,1998.86
4577,2023-02-23,4809,Notebook,Eletrônicos,1722.68,3,5168.04
4578,2023-09-21,2959,Teclado,Acessórios,318.56,1,318.56
4579,2023-12-08,1569,Mouse,Acessórios,2319.96,3,6959.88
4580,2023-09-07,1569,Teclado,Acessórios,4404.78,2,8809.56
4581,2023-11-09,1594,Headset,Áudio,2836.53,2,5673.06
4582,2023-12-11,4991,Mouse,Acessórios,2041.72,3,6125.16
4583,2023-11-07,3056,Teclado,Acessórios,3405.69,5,17028.45
4584,2023-01-21,1242,Notebook,Eletrônicos,4238.01,1,4238.01
4585,2023-09-20,3328,Notebook,Eletrônicos,909.25,1,909.25
4586,2023-10-06,3987,Mouse,Acessórios,3800.5,5,19002.5
4587,2023-03-19,1285,Webcam,Acessórios,1655.47,5,8277.35
4588,2023-08-16,3614,Monitor,Eletrônicos,4337.96,4,17351.84
4589,2023-12-22,4373,Monitor,Eletrônicos,3661.87,1,3661.87
4590,2023-06-28,4063,Webcam,Acessórios,4329.28,2,8658.56
4591,2023-06-14,1958,Monitor,Eletrônicos,3332.1,5,16660.5
4592,2023-05-31,1249,Webcam,Acessórios,4684.88,5,23424.4
4593,2023-11-21,1093,Teclado,Acessórios,2697.9,2,5395.8
4594,2023-09-20,1319,Teclado,Acessórios,632.56,5,3162.7999999999997
4595,2023-12-21,1063,Notebook,Eletrônicos,3587.26,3,10761.78
4596,2023-01-21,1624,Cadeira Gamer,Móveis,1129.85,3,3389.5499999999997
4597,2023-09-30,4920,Webcam,Acessórios,4883.47,1,4883.47
4598,2023-12-14,4645,Cadeira Gamer,Móveis,884.45,1,884.45
4599,2023-12-04,4915,Notebook,Eletrônicos,1236.45,2,2472.9
4600,2023-08-22,4045,Teclado,Acessórios,643.33,1,643.33
4601,2023-12-24,4887,Cadeira Gamer,Móveis,4527.07,3,13581.21
4602,2023-07-02,3019,Teclado,Acessórios,4567.47,4,18269.88
4603,2023-04-03,1467,Monitor,Eletrônicos,1807.97,1,1807.97
4604,2023-12-23,4287,Teclado,Acessórios,898.66,3,2695.98
4605,2023-05-07,2348,Cadeira Gamer,Móveis,4254.76,1,4254.76
4606,2023-02-03,1156,Headset,Áudio,3854.88,4,15419.52
4607,2023-06-24,4803,Webcam,Acessórios,443.06,2,886.12
4608,2023-02-11,4905,Webcam,Acessórios,1674.05,3,5022.15
4609,2023-09-28,4629,Webcam,Acessórios,2992.37,1,2992.37
4610,2023-10-02,2067,Cadeira Gamer,Móveis,2061.47,3,6184.41
4611,2023-10-17,1885,Monitor,Eletrônicos,2440.32,3,7320.960000000001
4612,2023-07-21,1577,Headset,Áudio,4297.42,3,12892.26
4613,2023-07-04,4540,Mouse,Acessórios,4304.64,5,21523.2
4614,2023-05-03,1622,Mouse,Acessórios,1587.88,5,7939.400000000001
4615,2023-02-13,3422,Teclado,Acessórios,322.46,3,967.3799999999999
4616,2023-09-16,3550,Teclado,Acessórios,1109.25,1,1109.25
4617,2023-11-20,1698,Mouse,Acessórios,2470.71,4,9882.84
4618,2023-12-08,2528,Headset,Áudio,858.97,4,3435.88
4619,2023-11-28,2096,Headset,Áudio,2085.76,2,4171.52
4620,2023-03-14,1145,Headset,Áudio,300.12,4,1200.48
4621,2023-08-29,1495,Headset,Áudio,3372.69,5,16863.45
4622,2023-04-21,3586,Webcam,Acessórios,1906.09,2,3812.18
4623,2023-08-01,1408,Mouse,Acessórios,4169.1,1,4169.1
4624,2023-03-07,1270,Headset,Áudio,4294.91,3,12884.73
4625,2023-10-01,3530,Notebook,Eletrônicos,692.92,3,2078.7599999999998
4626,2023-06-27,1023,Monitor,Eletrônicos,4268.82,3,12806.46
4627,2023-07-06,4582,Notebook,Eletrônicos,1336.52,1,1336.52
4628,2023-08-20,2380,Cadeira Gamer,Móveis,2777.76,1,2777.76
4629,2023-03-13,4842,Mouse,Acessórios,4507.9,2,9015.8
4630,2023-08-22,2921,Webcam,Acessórios,1398.74,5,6993.7
4631,2023-03-07,2949,Monitor,Eletrônicos,1931.61,5,9658.05
4632,2023-10-24,1133,Cadeira Gamer,Móveis,304.33,1,304.33
4633,2023-04-17,2288,Mouse,Acessórios,2779.96,1,2779.96
4634,2023-12-02,1841,Teclado,Acessórios,3390.87,4,13563.48
4635,2023-06-24,3350,Mouse,Acessórios,4927.97,5,24639.850000000002
4636,2023-10-09,2004,Teclado,Acessórios,4046.42,5,20232.1
4637,2023-11-09,2685,Cadeira Gamer,Móveis,2408.5,5,12042.5
4638,2023-12-08,4321,Monitor,Eletrônicos,3483.97,5,17419.85
4639,2023-09-08,4971,Monitor,Eletrônicos,132.03,2,264.06
4640,2023-01-11,3897,Teclado,Acessórios,4705.54,3,14116.619999999999
4641,2023-09-03,2953,Monitor,Eletrônicos,4166.51,3,12499.53
4642,2023-03-11,3681,Headset,Áudio,3682.41,5,18412.05
4643,2023-09-20,4071,Notebook,Eletrônicos,1438.68,5,7193.400000000001
4644,2023-07-19,3697,Headset,Áudio,1203.39,4,4813.56
4645,2023-10-10,1571,Mouse,Acessórios,1249.73,4,4998.92
4646,2023-07-18,2722,Cadeira Gamer,Móveis,2677.92,2,5355.84
4647,2023-08-16,3023,Monitor,Eletrônicos,2070.89,2,4141.78
4648,2023-04-29,3780,Cadeira Gamer,Móveis,1766.73,5,8833.65
4649,2023-11-19,1249,Headset,Áudio,169.71,5,848.5500000000001
4650,2023-05-09,1005,Webcam,Acessórios,1779.37,2,3558.74
4651,2023-06-20,2158,Mouse,Acessórios,4382.79,5,21913.95
4652,2023-07-27,1340,Mouse,Acessórios,3525.21,5,17626.05
4653,2023-03-06,2370,Mouse,Acessórios,1474.74,3,4424.22
4654,2023-07-03,1455,Notebook,Eletrônicos,3822.12,2,7644.24
4655,2023-06-30,2740,Teclado,Acessórios,2743.82,1,2743.82
4656,2023-04-28,4537,Monitor,Eletrônicos,3339.37,4,13357.48
4657,2023-06-04,1731,Mouse,Acessórios,2550.2,5,12751.0
4658,2023-02-03,1539,Cadeira Gamer,Móveis,4841.09,2,9682.18
4659,2023-02-08,4717,Mouse,Acessórios,1775.24,5,8876.2
4660,2023-07-11,2565,Headset,Áudio,1074.42,2,2148.84
4661,2023-09-23,4255,Teclado,Acessórios,2002.69,1,2002.69
4662,2023-10-17,3158,Headset,Áudio,161.87,5,809.35
4663,2023-10-18,1003,Cadeira Gamer,Móveis,947.82,1,947.82
4664,2023-07-21,4114,Notebook,Eletrônicos,225.26,5,1126.3
4665,2023-06-02,3590,Mouse,Acessórios,1892.7,4,7570.8
4666,2023-12-09,1422,Monitor,Eletrônicos,2442.71,2,4885.42
4667,2023-03-15,2548,Webcam,Acessórios,2053.64,3,6160.92
4668,2023-11-11,3428,Webcam,Acessórios,3295.6,2,6591.2
4669,2023-05-26,4318,Notebook,Eletrônicos,354.66,5,1773.3000000000002
4670,2023-12-28,1852,Monitor,Eletrônicos,2896.16,3,8688.48
4671,2023-12-08,4847,Mouse,Acessórios,3306.94,3,9920.82
4672,2023-03-07,4534,Notebook,Eletrônicos,1069.41,1,1069.41
4673,2023-07-09,4521,Notebook,Eletrônicos,1129.83,3,3389.49
4674,2023-06-23,2971,Webcam,Acessórios,4907.3,5,24536.5
4675,2023-01-14,1103,Monitor,Eletrônicos,3663.09,5,18315.45
4676,2023-08-31,4117,Webcam,Acessórios,2145.84,1,2145.84
4677,2023-01-22,1520,Monitor,Eletrônicos,61.01,1,61.01
4678,2023-01-27,1815,Webcam,Acessórios,3344.75,5,16723.75
4679,2023-03-06,1795,Headset,Áudio,1934.62,3,5803.86
4680,2023-02-14,4146,Teclado,Acessórios,3675.08,3,11025.24
4681,2023-04-06,2516,Headset,Áudio,313.87,1,313.87
4682,2023-11-03,3428,Cadeira Gamer,Móveis,2597.98,4,10391.92
4683,2023-01-05,1547,Teclado,Acessórios,4613.09,2,9226.18
4684,2023-08-20,4320,Mouse,Acessórios,3712.22,5,18561.1
4685,2023-12-29,3248,Headset,Áudio,4022.4,5,20112.0
4686,2023-12-03,4331,Webcam,Acessórios,505.93,1,505.93
4687,2023-06-04,4468,Monitor,Eletrônicos,1527.96,4,6111.84
4688,2023-05-01,3587,Mouse,Acessórios,2226.59,4,8906.36
4689,2023-11-08,4002,Teclado,Acessórios,268.39,2,536.78
4690,2023-02-21,3065,Mouse,Acessórios,2336.59,1,2336.59
4691,2023-11-13,4802,Headset,Áudio,2282.11,3,6846.33
4692,2023-08-17,4461,Mouse,Acessórios,1860.71,3,5582.13
4693,2023-07-14,4542,Monitor,Eletrônicos,231.7,2,463.4
4694,2023-01-17,4374,Monitor,Eletrônicos,4536.23,5,22681.149999999998
4695,2023-01-28,2302,Headset,Áudio,1164.72,1,1164.72
4696,2023-12-21,2871,Mouse,Acessórios,1970.38,2,3940.76
4697,2023-08-02,4734,Cadeira Gamer,Móveis,4802.48,4,19209.92
4698,2023-08-14,1442,Webcam,Acessórios,2248.56,4,8994.24
4699,2023-04-22,4198,Monitor,Eletrônicos,2838.07,1,2838.07
4700,2023-09-22,2343,Cadeira Gamer,Móveis,1440.32,1,1440.32
4701,2023-03-31,3855,Headset,Áudio,576.38,2,1152.76
4702,2023-01-31,3822,Headset,Áudio,492.66,4,1970.64
4703,2023-12-17,2715,Headset,Áudio,3648.01,3,10944.03
4704,2023-01-04,3127,Cadeira Gamer,Móveis,4759.06,2,9518.12
4705,2023-02-15,2217,Teclado,Acessórios,3990.15,4,15960.6
4706,2023-07-07,1901,Mouse,Acessórios,3721.27,3,11163.81
4707,2023-02-28,1916,Mouse,Acessórios,444.96,2,889.92
4708,2023-10-26,2933,Cadeira Gamer,Móveis,4894.88,3,14684.64
4709,2023-06-14,4354,Cadeira Gamer,Móveis,3753.26,2,7506.52
4710,2023-07-23,2680,Webcam,Acessórios,1289.36,2,2578.72
4711,2023-06-08,4974,Notebook,Eletrônicos,143.56,5,717.8
4712,2023-12-19,1418,Webcam,Acessórios,2619.43,1,2619.43
4713,2023-07-06,1353,Cadeira Gamer,Móveis,3629.61,5,18148.05
4714,2023-03-18,4205,Headset,Áudio,139.93,3,419.79
4715,2023-06-04,3493,Notebook,Eletrônicos,1930.32,2,3860.64
4716,2023-07-25,1667,Teclado,Acessórios,1041.37,3,3124.1099999999997
4717,2023-09-28,4595,Webcam,Acessórios,4378.29,3,13134.869999999999
4718,2023-07-21,2641,Cadeira Gamer,Móveis,1158.7,2,2317.4
4719,2023-10-03,2817,Notebook,Eletrônicos,4330.66,1,4330.66
4720,2023-02-06,1809,Webcam,Acessórios,3032.41,4,12129.64
4721,2023-12-11,3566,Mouse,Acessórios,215.68,2,431.36
4722,2023-02-12,4841,Headset,Áudio,2899.41,4,11597.64
4723,2023-04-29,1595,Notebook,Eletrônicos,343.16,2,686.32
4724,2023-08-12,2835,Webcam,Acessórios,1707.22,5,8536.1
4725,2023-11-09,2902,Monitor,Eletrônicos,2706.66,3,8119.98
4726,2023-06-22,2708,Headset,Áudio,2034.64,3,6103.92
4727,2023-05-04,4377,Notebook,Eletrônicos,2584.33,2,5168.66
4728,2023-04-28,4238,Webcam,Acessórios,3791.05,1,3791.05
4729,2023-10-02,2135,Cadeira Gamer,Móveis,3124.54,2,6249.08
4730,2023-04-30,3990,Cadeira Gamer,Móveis,4216.07,3,12648.21
4731,2023-11-09,3241,Webcam,Acessórios,817.81,1,817.81
4732,2023-12-15,1203,Mouse,Acessórios,71.07,3,213.20999999999998
4733,2023-01-12,2674,Notebook,Eletrônicos,4407.89,1,4407.89
4734,2023-03-23,4481,Webcam,Acessórios,4385.28,4,17541.12
4735,2023-10-07,1997,Cadeira Gamer,Móveis,1807.96,2,3615.92
4736,2023-11-19,2845,Notebook,Eletrônicos,753.96,5,3769.8
4737,2023-01-19,4894,Webcam,Acessórios,1341.49,5,6707.45
4738,2023-01-17,4632,Cadeira Gamer,Móveis,4208.3,1,4208.3
4739,2023-08-26,2513,Mouse,Acessórios,1195.09,5,5975.45
4740,2023-02-06,3740,Teclado,Acessórios,617.41,5,3087.0499999999997
4741,2023-04-25,3433,Headset,Áudio,1992.14,4,7968.56
4742,2023-10-29,2483,Headset,Áudio,2070.16,4,8280.64
4743,2023-12-30,2351,Teclado,Acessórios,3794.47,3,11383.41
4744,2023-01-06,2120,Monitor,Eletrônicos,2241.8,4,8967.2
4745,2023-04-05,4541,Teclado,Acessórios,2996.2,1,2996.2
4746,2023-10-24,2347,Headset,Áudio,1853.74,4,7414.96
4747,2023-01-11,1794,Headset,Áudio,4541.8,4,18167.2
4748,2023-04-09,3196,Notebook,Eletrônicos,4006.12,2,8012.24
4749,2023-02-07,2699,Cadeira Gamer,Móveis,4317.01,1,4317.01
4750,2023-01-11,4947,Webcam,Acessórios,2363.67,4,9454.68
4751,2023-08-02,1687,Mouse,Acessórios,1662.16,1,1662.16
4752,2023-05-27,2708,Headset,Áudio,1489.81,3,4469.43
4753,2023-12-29,3988,Mouse,Acessórios,2864.2,1,2864.2
4754,2023-06-03,2089,Monitor,Eletrônicos,1318.62,4,5274.48
4755,2023-01-20,4384,Cadeira Gamer,Móveis,1850.27,4,7401.08
4756,2023-06-19,1433,Cadeira Gamer,Móveis,266.82,2,533.64
4757,2023-06-27,1661,Teclado,Acessórios,833.52,3,2500.56
4758,2023-05-24,1969,Monitor,Eletrônicos,4073.36,4,16293.44
4759,2023-11-05,3198,Webcam,Acessórios,3666.88,4,14667.52
4760,2023-09-20,4528,Teclado,Acessórios,2441.31,5,12206.55
4761,2023-12-02,3811,Headset,Áudio,4698.23,1,4698.23
4762,2023-08-04,2662,Headset,Áudio,4477.81,3,13433.43
4763,2023-07-13,2028,Webcam,Acessórios,4755.72,1,4755.72
4764,2023-08-06,1208,Monitor,Eletrônicos,2115.98,5,10579.9
4765,2023-04-24,1929,Headset,Áudio,168.9,3,506.70000000000005
4766,2023-02-21,3929,Cadeira Gamer,Móveis,4798.42,4,19193.68
4767,2023-04-26,4426,Webcam,Acessórios,4126.55,3,12379.650000000001
4768,2023-01-21,4138,Headset,Áudio,4771.82,3,14315.46
4769,2023-01-20,2804,Monitor,Eletrônicos,3730.48,4,14921.92
4770,2023-10-25,4292,Cadeira Gamer,Móveis,4245.23,2,8490.46
4771,2023-07-07,4678,Webcam,Acessórios,4742.66,2,9485.32
4772,2023-11-26,2759,Cadeira Gamer,Móveis,278.88,1,278.88
4773,2023-12-11,3992,Notebook,Eletrônicos,3328.24,2,6656.48
4774,2023-07-07,2249,Webcam,Acessórios,2888.55,3,8665.650000000001
4775,2023-06-17,1190,Headset,Áudio,1160.16,2,2320.32
4776,2023-08-21,3612,Headset,Áudio,1971.83,4,7887.32
4777,2023-06-12,2527,Monitor,Eletrônicos,462.1,2,924.2
4778,2023-07-03,2475,Webcam,Acessórios,3930.63,1,3930.63
4779,2023-12-18,4615,Teclado,Acessórios,321.03,2,642.06
4780,2023-03-22,2671,Mouse,Acessórios,427.78,5,2138.8999999999996
4781,2023-01-20,3431,Monitor,Eletrônicos,513.88,5,2569.4
4782,2023-02-11,2721,Cadeira Gamer,Móveis,4439.77,1,4439.77
4783,2023-04-22,1336,Mouse,Acessórios,2630.02,1,2630.02
4784,2023-02-13,2695,Monitor,Eletrônicos,1922.67,1,1922.67
4785,2023-01-08,3076,Mouse,Acessórios,2602.29,2,5204.58
